brygada,czas
06,05:08:00
4,05:48:00
71,06:13:00
72,06:28:00
3,06:43:00
06,06:58:00
4,07:14:00
5,07:29:00
71,07:46:00
72,08:01:00
3,08:16:00
06,08:31:00
4,08:48:00
5,09:07:00
71,09:27:00
72,09:47:00
3,10:07:00
4,10:27:00
5,10:47:00
71,11:07:00
72,11:27:00
3,11:47:00
4,12:07:00
5,12:27:00
71,12:47:00
72,13:07:00
3,13:27:00
4,13:47:00
5,14:07:00
71,14:27:00
72,14:47:00
06,15:04:00
3,15:19:00
4,15:34:00
5,15:49:00
71,16:04:00
72,16:19:00
06,16:34:00
3,16:49:00
4,17:04:00
5,17:19:00
71,17:34:00
72,17:49:00
06,18:07:00
3,18:27:00
4,18:47:00
5,19:06:00
71,19:26:00
72,19:46:00
3,20:06:00
4,20:26:00
5,20:46:00
71,21:06:00
72,21:26:00
3,21:48:00
4,22:18:00
71,22:48:00
72,23:18:00
